Name,Code
Ostróda (gmina wiejska),2815092
Łubnice – Staszowski,2612022
Magnuszew,1407062
Międzyzdroje,3207043
Klimontów,2609033
Lubasz,3002052
Sieroszewice,3017072
Grabów nad Prosną,3018033
Pniewy – Szamotulski,3024063
Murowana Goślina,3021113
Czerwonak,3021042
Komorniki,3021072
Kórnik,3021093
Bojanowo,3022013
Malanów,3027052
Dobra – Turecki,3027033
Władysławów,3027092
Gostyń,3004023
Blizanów,3007012
Żelazków,3007112
Bralin,3008022
Krotoszyn,3012043
Lipie,2406032
Woźniki,2407083
Knurów,2405011
Wyry,2408052
Szczyrk,2402011
Kamień – Chełmski,603062
Rejowiec Fabryczny (gmina wiejska),603082
Horodło,604032
Trzciel,803063
Kolsko,804032
Nowa Sól (gmina wiejska),804052
Poświętne – Opoczyński,1007062
Słubice – Płocki,1419112
Bierawa,1603022
Krapkowice,1605023
Domaszowice,1606012
Zagórz,1817073
Pysznica,1818032
Brańsk (gmina wiejska),2003052
Wyszki,2003082
Wąsosz – Grajewski,2004062
Grębocice,216032
Gaworzyce,216022
Chełmno (gmina wiejska),404022
Kozy,2402072
Mierzęcice,2401052
Siewierz,2401073
Górzyca,805022
Konstantynów Łódzki,1008011
Płońsk,1420011
Baranów Sandomierski,1820013
Grębów,1820032
Olszanica,1821042
Krasnobród,620043
Grabowiec,620022
Luzino,2215072
Dzierzgowo,1413022
Nowy Dwór Mazowiecki,1414011
Czosnów,1414022
Tczów,1436042
Jabłonna – Legionowski,1408022
Tarnów – Tarnowski,1216092
Prochowice,209073
Sośno,413032
Sępólno Krajeńskie,413023
Jeżewo,414042
Koszalin,3261011
Jasień,811043
Poświętne – Wołomiński,1434082
Krasiczyn,1813042
Przeworsk,1814011
Stryszów,1218072
